time,SMA
12/31/2013,92.8937
12/30/2013,92.6457
12/27/2013,92.3988
12/26/2013,92.1417
12/24/2013,91.8933
12/23/2013,91.6737
12/20/2013,91.4802
12/19/2013,91.2867
12/18/2013,91.0818
12/17/2013,90.8788
12/16/2013,90.7288
12/13/2013,90.5862
12/12/2013,90.4857
12/11/2013,90.3893
12/10/2013,90.3007
12/9/2013,90.1833
12/6/2013,90.0593
12/5/2013,89.9315
12/4/2013,89.8433
12/3/2013,89.7292
12/2/2013,89.6233
11/29/2013,89.5188
11/27/2013,89.4167
11/26/2013,89.316
11/25/2013,89.1973
11/22/2013,89.0652
11/21/2013,88.9362
11/20/2013,88.8387
11/19/2013,88.7077
11/18/2013,88.5688
11/15/2013,88.4367
11/14/2013,88.2985
11/13/2013,88.1852
11/12/2013,88.0892
11/11/2013,87.9933
11/8/2013,87.9092
11/7/2013,87.833
11/6/2013,87.7828
11/5/2013,87.7192
11/4/2013,87.6842
11/1/2013,87.6612
10/31/2013,87.6938
10/30/2013,87.7225
10/29/2013,87.7668
10/28/2013,87.8112
10/25/2013,87.8732
10/24/2013,87.9525
10/23/2013,88.0413
10/22/2013,88.1447
10/21/2013,88.2455
10/18/2013,88.3715
10/17/2013,88.4952
10/16/2013,88.6203
10/15/2013,88.7518
10/14/2013,88.8858
10/11/2013,89.012
10/10/2013,89.1358
10/9/2013,89.2595
10/8/2013,89.3952
10/7/2013,89.5242
10/4/2013,89.6492
10/3/2013,89.765
10/2/2013,89.887
10/1/2013,90.008
9/30/2013,90.1122
9/27/2013,90.2043
9/26/2013,90.2675
9/25/2013,90.327
9/24/2013,90.3797
9/23/2013,90.4295
9/20/2013,90.4677
9/19/2013,90.4867
9/18/2013,90.4838
9/17/2013,90.4655
9/16/2013,90.4745
9/13/2013,90.4808
9/12/2013,90.5242
9/11/2013,90.59
9/10/2013,90.6345
9/9/2013,90.6805
9/6/2013,90.7353
9/5/2013,90.7768
9/4/2013,90.8287
9/3/2013,90.8847
8/30/2013,90.9563
8/29/2013,91.0075
8/28/2013,91.0472
8/27/2013,91.0797
8/26/2013,91.157
8/23/2013,91.2133
8/22/2013,91.2895
8/21/2013,91.3745
8/20/2013,91.4738
8/19/2013,91.5522
8/16/2013,91.6333
8/15/2013,91.7047
8/14/2013,91.782
8/13/2013,91.8415
8/12/2013,91.8808
8/9/2013,91.8943
8/8/2013,91.903
8/7/2013,91.8918
8/6/2013,91.8712
8/5/2013,91.849
8/2/2013,91.8397
8/1/2013,91.8355
7/31/2013,91.8092
7/30/2013,91.7563
7/29/2013,91.6932
7/26/2013,91.6032
7/25/2013,91.4818
7/24/2013,91.3822
7/23/2013,91.2692
7/22/2013,91.1492
7/19/2013,91.0365
7/18/2013,90.9408
7/17/2013,90.8562
7/16/2013,90.7667
7/15/2013,90.6692
7/12/2013,90.5587
7/11/2013,90.4367
7/10/2013,90.3257
7/9/2013,90.2202
7/8/2013,90.1477
7/5/2013,90.0972
7/3/2013,90.049
7/2/2013,90.017
7/1/2013,89.983
6/28/2013,89.9615
6/27/2013,89.9518
6/26/2013,89.95
6/25/2013,89.963
6/24/2013,89.9907
6/21/2013,90.0178
6/20/2013,90.0362
6/19/2013,90.0542
6/18/2013,90.0212
6/17/2013,89.9772
6/14/2013,89.9215
6/13/2013,89.889
6/12/2013,89.8432
6/11/2013,89.827
6/10/2013,89.8088
6/7/2013,89.7873
6/6/2013,89.7508
6/5/2013,89.733
6/4/2013,89.7248
6/3/2013,89.6945
5/31/2013,89.6487
5/30/2013,89.6335
5/29/2013,89.5922
5/28/2013,89.54
5/24/2013,89.4908
5/23/2013,89.4578
5/22/2013,89.4202
5/21/2013,89.3588
5/20/2013,89.2738
5/17/2013,89.2185
5/16/2013,89.1657
5/15/2013,89.1368
5/14/2013,89.1048
5/13/2013,89.059
5/10/2013,89.0327
5/9/2013,89.0082
5/8/2013,88.9653
5/7/2013,88.9083
5/6/2013,88.866
5/3/2013,88.8272
5/2/2013,88.8233
5/1/2013,88.8418
4/30/2013,88.8692
4/29/2013,88.8867
4/26/2013,88.916
4/25/2013,88.9605
4/24/2013,89.022
4/23/2013,89.05
4/22/2013,89.0905
4/19/2013,89.1448
4/18/2013,89.199
4/17/2013,89.2707
4/16/2013,89.3493
4/15/2013,89.4092
4/12/2013,89.4588
4/11/2013,89.4678
4/10/2013,89.4738
4/9/2013,89.4893
4/8/2013,89.4948
4/5/2013,89.4872
4/4/2013,89.4783
4/3/2013,89.4477
4/2/2013,89.4315
4/1/2013,89.3977
3/28/2013,89.3633
3/27/2013,89.304
3/26/2013,89.2127
3/25/2013,89.1582
3/22/2013,89.1257
3/21/2013,89.0862
3/20/2013,89.0705
3/19/2013,89.0748
3/18/2013,89.0724
3/15/2013,89.0856
3/14/2013,89.0773
3/13/2013,89.0481
3/12/2013,89.0368
3/11/2013,89.0416
3/8/2013,89.0388
3/7/2013,89.0294
3/6/2013,89.0276
3/5/2013,89.0016
3/4/2013,88.9703
3/1/2013,88.9409
2/28/2013,88.9106
2/27/2013,88.8871
2/26/2013,88.8636
2/25/2013,88.8568
2/22/2013,88.8509
2/21/2013,88.8413
2/20/2013,88.8496
2/19/2013,88.8336
2/15/2013,88.8033
2/14/2013,88.7918
2/13/2013,88.7573
2/12/2013,88.7151
2/11/2013,88.6753
2/8/2013,88.6451
2/7/2013,88.6236
2/6/2013,88.6063
2/5/2013,88.5609
2/4/2013,88.5349
2/1/2013,88.5759
1/31/2013,88.5858
1/30/2013,88.5908
1/29/2013,88.6063
1/28/2013,88.5964
1/25/2013,88.5883
1/24/2013,88.5666
1/23/2013,88.5421
1/22/2013,88.5334
1/18/2013,88.5546
1/17/2013,88.5771
1/16/2013,88.6318
1/15/2013,88.6971
1/14/2013,88.7446
1/11/2013,88.7768
1/10/2013,88.8004
1/9/2013,88.8349
1/8/2013,88.8831
1/7/2013,88.9439
1/4/2013,89.0231
1/3/2013,89.0829
1/2/2013,89.1441
12/31/2012,89.1939
12/28/2012,89.2801
12/27/2012,89.3918
12/26/2012,89.4683
12/24/2012,89.5471
12/21/2012,89.6189
12/20/2012,89.6941
12/19/2012,89.7439
12/18/2012,89.802
12/17/2012,89.8347
12/14/2012,89.863
12/13/2012,89.9225
12/12/2012,89.978
12/11/2012,90.0255
12/10/2012,90.0628
12/7/2012,90.0818
12/6/2012,90.0988
12/5/2012,90.1235
12/4/2012,90.16
12/3/2012,90.19
11/30/2012,90.1853
11/29/2012,90.1683
11/28/2012,90.1547
11/27/2012,90.1397
11/26/2012,90.1488
11/23/2012,90.1402
11/21/2012,90.1177
11/20/2012,90.1183
11/19/2012,90.1152
11/16/2012,90.1162
11/15/2012,90.133
11/14/2012,90.1632
11/13/2012,90.202
11/12/2012,90.2387
11/9/2012,90.25
11/8/2012,90.2665
11/7/2012,90.2843
11/6/2012,90.2887
11/5/2012,90.2318
11/2/2012,90.1927
11/1/2012,90.1535
10/31/2012,90.0843
10/26/2012,90.024
10/25/2012,89.945
10/24/2012,89.8863
10/23/2012,89.8358
10/22/2012,89.7922
10/19/2012,89.7132
10/18/2012,89.6193
10/17/2012,89.482
10/16/2012,89.3352
10/15/2012,89.2157
10/12/2012,89.123
10/11/2012,89.0427
10/10/2012,88.96
10/9/2012,88.8717
10/8/2012,88.7537
10/5/2012,88.6335
10/4/2012,88.493
10/3/2012,88.3623
10/2/2012,88.2192
10/1/2012,88.0847
9/28/2012,87.968
9/27/2012,87.87
9/26/2012,87.778
9/25/2012,87.6798
9/24/2012,87.577
9/21/2012,87.4307
9/20/2012,87.2853
9/19/2012,87.1333
9/18/2012,86.9778
9/17/2012,86.8188
9/14/2012,86.6555
9/13/2012,86.5333
9/12/2012,86.4208
9/11/2012,86.3135
9/10/2012,86.2068
9/7/2012,86.0843
9/6/2012,85.9295
9/5/2012,85.8007
9/4/2012,85.683
8/31/2012,85.5783
8/30/2012,85.4682
8/29/2012,85.3512
8/28/2012,85.1795
8/27/2012,85.0083
8/24/2012,84.8447
8/23/2012,84.6877
8/22/2012,84.5623
8/21/2012,84.4657
8/20/2012,84.376
8/17/2012,84.287
8/16/2012,84.181
8/15/2012,84.069
8/14/2012,83.9697
8/13/2012,83.8575
8/10/2012,83.7537
8/9/2012,83.6492
8/8/2012,83.5423
8/7/2012,83.4397
8/6/2012,83.3593
8/3/2012,83.2825
8/2/2012,83.2118
8/1/2012,83.1808
7/31/2012,83.1403
7/30/2012,83.1023
7/27/2012,83.0705
7/26/2012,83.0497
7/25/2012,83.0583
7/24/2012,83.0767
7/23/2012,83.1017
7/20/2012,83.116
7/19/2012,83.131
7/18/2012,83.1327
7/17/2012,83.124
7/16/2012,83.1168
7/13/2012,83.1207
7/12/2012,83.1253
7/11/2012,83.1475
7/10/2012,83.1413
7/9/2012,83.1387
7/6/2012,83.1378
7/5/2012,83.1028
7/3/2012,83.0462
7/2/2012,83.0062
6/29/2012,82.9975
6/28/2012,82.9877
6/27/2012,83.0332
6/26/2012,83.0977
6/25/2012,83.1698
6/22/2012,83.2505
6/21/2012,83.313
6/20/2012,83.3882
6/19/2012,83.4225
6/18/2012,83.4403
6/15/2012,83.4773
6/14/2012,83.5238
6/13/2012,83.5983
6/12/2012,83.7043
6/11/2012,83.7907
6/8/2012,83.8877
6/7/2012,83.974
6/6/2012,84.0768
6/5/2012,84.1663
6/4/2012,84.278
6/1/2012,84.3947
5/31/2012,84.5265
5/30/2012,84.647
5/29/2012,84.7673
5/25/2012,84.8407
5/24/2012,84.9198
5/23/2012,84.9847
5/22/2012,85.0697
5/21/2012,85.1577
5/18/2012,85.246
5/17/2012,85.3385
5/16/2012,85.422
5/15/2012,85.4953
5/14/2012,85.5592
5/11/2012,85.614
5/10/2012,85.631
5/9/2012,85.6615
5/8/2012,85.68
5/7/2012,85.6763
5/4/2012,85.683
5/3/2012,85.6955
5/2/2012,85.707
5/1/2012,85.6995
4/30/2012,85.6642
4/27/2012,85.6173
4/26/2012,85.5822
4/25/2012,85.5433
4/24/2012,85.5207
4/23/2012,85.5127
4/20/2012,85.5307
4/19/2012,85.5627
4/18/2012,85.5943
4/17/2012,85.623
4/16/2012,85.657
4/13/2012,85.7073
4/12/2012,85.7657
4/11/2012,85.8005
4/10/2012,85.8368
4/9/2012,85.8797
4/5/2012,85.8997
4/4/2012,85.9147
4/3/2012,85.9233
4/2/2012,85.9115
3/30/2012,85.8897
3/29/2012,85.8778
3/28/2012,85.8765
3/27/2012,85.8582
3/26/2012,85.8357
3/23/2012,85.7882
3/22/2012,85.7837
3/21/2012,85.7818
3/20/2012,85.7532
3/19/2012,85.6952
3/16/2012,85.612
3/15/2012,85.4968
3/14/2012,85.398
3/13/2012,85.2982
3/12/2012,85.1745
3/9/2012,85.0908
3/8/2012,85.02
3/7/2012,84.9618
3/6/2012,84.8625
3/5/2012,84.7828
3/2/2012,84.6797
3/1/2012,84.5817
2/29/2012,84.4643
2/28/2012,84.3525
2/27/2012,84.2408
2/24/2012,84.0692
2/23/2012,83.8775
2/22/2012,83.6588
2/21/2012,83.4532
2/17/2012,83.2775
2/16/2012,83.1323
2/15/2012,83.0072
2/14/2012,82.9028
2/13/2012,82.7958
2/10/2012,82.707
2/9/2012,82.6263
2/8/2012,82.5403
2/7/2012,82.43
2/6/2012,82.2808
2/3/2012,82.181
2/2/2012,82.0882
2/1/2012,82.0047
1/31/2012,81.9195
1/30/2012,81.8133
1/27/2012,81.6542
1/26/2012,81.5252
1/25/2012,81.437
1/24/2012,81.348
1/23/2012,81.2462
1/20/2012,81.1123
1/19/2012,80.9903
1/18/2012,80.8753
1/17/2012,80.7463
1/13/2012,80.6253
1/12/2012,80.5255
1/11/2012,80.4043
1/10/2012,80.2882
1/9/2012,80.1323
1/6/2012,79.9933
1/5/2012,79.8458
1/4/2012,79.6878
1/3/2012,79.4802
12/30/2011,79.2783
12/29/2011,79.0982
12/28/2011,78.8908
12/27/2011,78.6737
12/23/2011,78.4628
12/22/2011,78.2738
12/21/2011,78.0702
12/20/2011,77.9
12/19/2011,77.7287
12/16/2011,77.5583
12/15/2011,77.3763
12/14/2011,77.242
12/13/2011,77.1515
12/12/2011,77.0377
12/9/2011,76.946
12/8/2011,76.8238
12/7/2011,76.7033
12/6/2011,76.5462
12/5/2011,76.3965
12/2/2011,76.2392
12/1/2011,76.123
11/30/2011,76.0207
11/29/2011,75.8658
11/28/2011,75.786
11/25/2011,75.7468
11/23/2011,75.7488
11/22/2011,75.7377
11/21/2011,75.7058
11/18/2011,75.6347
11/17/2011,75.5325
11/16/2011,75.4605
11/15/2011,75.384
11/14/2011,75.2355
11/11/2011,75.0828
11/10/2011,74.9365
11/9/2011,74.8608
11/8/2011,74.796
11/7/2011,74.7048
11/4/2011,74.5823
11/3/2011,74.4667
11/2/2011,74.2862
11/1/2011,74.1907
10/31/2011,74.0948
10/28/2011,74.0403
10/27/2011,73.913
10/26/2011,73.8437
10/25/2011,73.7898
10/24/2011,73.7925
10/21/2011,73.7862
10/20/2011,73.8083
10/19/2011,73.885
10/18/2011,73.984
10/17/2011,74.0787
10/14/2011,74.2078
10/13/2011,74.323
10/12/2011,74.4385
10/11/2011,74.5463
10/10/2011,74.6527
10/7/2011,74.7647
10/6/2011,74.9093
10/5/2011,75.0525
10/4/2011,75.1848
10/3/2011,75.336
9/30/2011,75.5238
9/29/2011,75.686
9/28/2011,75.8142
9/27/2011,75.973
9/26/2011,76.1247
9/23/2011,76.2857
9/22/2011,76.468
9/21/2011,76.6412
9/20/2011,76.7403
9/19/2011,76.7865
9/16/2011,76.8655
9/15/2011,76.9533
9/14/2011,77.0627
9/13/2011,77.1805
9/12/2011,77.3033
9/9/2011,77.4263
9/8/2011,77.5538
9/7/2011,77.6798
9/6/2011,77.7728
9/2/2011,77.9167
9/1/2011,78.0673
8/31/2011,78.1885
8/30/2011,78.2882
8/29/2011,78.3945
8/26/2011,78.5122
8/25/2011,78.657
8/24/2011,78.828
8/23/2011,78.9935
8/22/2011,79.143
8/19/2011,79.3465
8/18/2011,79.5492
8/17/2011,79.7217
8/16/2011,79.8302
8/15/2011,79.9647
8/12/2011,80.0987
8/11/2011,80.261
8/10/2011,80.4082
8/9/2011,80.6117
8/8/2011,80.7655
8/5/2011,80.9465
8/4/2011,81.0515
8/3/2011,81.2098
8/2/2011,81.3008
8/1/2011,81.3817
7/29/2011,81.432
7/28/2011,81.5157
7/27/2011,81.585
7/26/2011,81.646
7/25/2011,81.7062
7/22/2011,81.7523
7/21/2011,81.795
7/20/2011,81.835
7/19/2011,81.8837
7/18/2011,81.9292
7/15/2011,81.9792
7/14/2011,81.9925
7/13/2011,82.0068
7/12/2011,82.037
7/11/2011,82.0628
7/8/2011,82.0838
7/7/2011,82.0965
7/6/2011,82.1432
7/5/2011,82.2162
7/1/2011,82.2855
6/30/2011,82.3383
6/29/2011,82.4057
6/28/2011,82.4827
6/27/2011,82.5668
6/24/2011,82.6703
6/23/2011,82.7988
6/22/2011,82.879
6/21/2011,82.9398
6/20/2011,82.9907
6/17/2011,83.041
6/16/2011,83.1007
6/15/2011,83.1563
6/14/2011,83.226
6/13/2011,83.2338
6/10/2011,83.266
6/9/2011,83.2582
6/8/2011,83.2617
6/7/2011,83.2887
6/6/2011,83.324
6/3/2011,83.3422
6/2/2011,83.3955
6/1/2011,83.45
5/31/2011,83.4948
5/27/2011,83.5217
5/26/2011,83.5748
5/25/2011,83.6197
5/24/2011,83.667
5/23/2011,83.7377
5/20/2011,83.8155
5/19/2011,83.8888
5/18/2011,83.9678
5/17/2011,84.0295
5/16/2011,84.0977
5/13/2011,84.1583
5/12/2011,84.2053
5/11/2011,84.2373
5/10/2011,84.3005
5/9/2011,84.2918
5/6/2011,84.2922
5/5/2011,84.2898
5/4/2011,84.2958
5/3/2011,84.2812
5/2/2011,84.2422
4/29/2011,84.1833
4/28/2011,84.1072
4/27/2011,84.05
4/26/2011,83.9317
4/25/2011,83.7912
4/21/2011,83.6855
4/20/2011,83.5738
4/19/2011,83.4577
4/18/2011,83.3708
4/15/2011,83.3022
4/14/2011,83.1932
4/13/2011,83.1065
4/12/2011,83.0323
4/11/2011,82.9433
4/8/2011,82.8025
4/7/2011,82.6463
4/6/2011,82.4785
4/5/2011,82.311
4/4/2011,82.1472
4/1/2011,81.9857
3/31/2011,81.8193
3/30/2011,81.6655
3/29/2011,81.4998
3/28/2011,81.331
3/25/2011,81.1625
3/24/2011,80.9917
3/23/2011,80.8365
3/22/2011,80.6767
3/21/2011,80.5207
3/18/2011,80.3533
3/17/2011,80.2178
3/16/2011,80.0688
3/15/2011,79.9498
3/14/2011,79.797
3/11/2011,79.6215
3/10/2011,79.4558
3/9/2011,79.3055
3/8/2011,79.1022
3/7/2011,78.8922
3/4/2011,78.6777
3/3/2011,78.4507
3/2/2011,78.2088
3/1/2011,77.9773
2/28/2011,77.7553
2/25/2011,77.5187
2/24/2011,77.2557
2/23/2011,76.9803
2/22/2011,76.683
2/18/2011,76.4237
2/17/2011,76.165
2/16/2011,75.9368
2/15/2011,75.7177
2/14/2011,75.5067
2/11/2011,75.2417
2/10/2011,75.0103
2/9/2011,74.7983
2/8/2011,74.6057
2/7/2011,74.4198
2/4/2011,74.2065
2/3/2011,73.9957
2/2/2011,73.777
2/1/2011,73.5535
1/31/2011,73.3113
1/28/2011,73.0995
1/27/2011,72.9137
1/26/2011,72.6982
1/25/2011,72.4787
1/24/2011,72.271
1/21/2011,72.0557
1/20/2011,71.8482
1/19/2011,71.6557
1/18/2011,71.4573
1/14/2011,71.2508
1/13/2011,71.0537
1/12/2011,70.8605
1/11/2011,70.6888
1/10/2011,70.5138
1/7/2011,70.35
1/6/2011,70.1742
1/5/2011,69.9995
1/4/2011,69.8303
1/3/2011,69.655
12/31/2010,69.4767
12/30/2010,69.3237
12/29/2010,69.1553
12/28/2010,68.969
12/27/2010,68.7877
12/23/2010,68.6007
12/22/2010,68.4072
12/21/2010,68.2282
12/20/2010,68.0447
12/17/2010,67.8702
12/16/2010,67.6865
12/15/2010,67.507
12/14/2010,67.3352
12/13/2010,67.158
12/10/2010,66.965
12/9/2010,66.7782
12/8/2010,66.5948
12/7/2010,66.4142
12/6/2010,66.2398
12/3/2010,66.0713
12/2/2010,65.9023
12/1/2010,65.7235
11/30/2010,65.5438
11/29/2010,65.4065
11/26/2010,65.2667
11/24/2010,65.128
11/23/2010,64.9485
11/22/2010,64.7822
11/19/2010,64.609
11/18/2010,64.408
11/17/2010,64.218
11/16/2010,64.0502
11/15/2010,63.8928
11/12/2010,63.6997
11/11/2010,63.5047
11/10/2010,63.31
11/9/2010,63.1382
11/8/2010,62.959
11/5/2010,62.7855
11/4/2010,62.6227
11/3/2010,62.4728
11/2/2010,62.3722
11/1/2010,62.2823
10/29/2010,62.1993
10/28/2010,62.1363
10/27/2010,62.078
10/26/2010,62.0288
10/25/2010,61.9523
10/22/2010,61.8437
10/21/2010,61.7437
10/20/2010,61.6535
10/19/2010,61.5668
10/18/2010,61.488
10/15/2010,61.3787
10/14/2010,61.2818
10/13/2010,61.163
10/12/2010,61.0615
10/11/2010,60.957
10/8/2010,60.8472
10/7/2010,60.762
10/6/2010,60.6855
10/5/2010,60.6102
10/4/2010,60.5382
10/1/2010,60.4813
9/30/2010,60.4192
9/29/2010,60.3632
9/28/2010,60.2943
9/27/2010,60.2028
9/24/2010,60.1178
9/23/2010,60.0398
9/22/2010,59.9755
9/21/2010,59.9258
9/20/2010,59.8852
9/17/2010,59.8605
9/16/2010,59.8658
9/15/2010,59.882
9/14/2010,59.9175
9/13/2010,59.9523
9/10/2010,59.979
9/9/2010,60.0008
9/8/2010,60.0252
9/7/2010,60.0355
9/3/2010,60.0573
9/2/2010,60.0668
9/1/2010,60.0497
8/31/2010,60.0552
8/30/2010,60.0583
8/27/2010,60.0671
8/26/2010,60.0964
8/25/2010,60.1346
8/24/2010,60.1403
8/23/2010,60.1656
8/20/2010,60.1983
8/19/2010,60.2053
8/18/2010,60.2123
8/17/2010,60.2129
8/16/2010,60.2139
8/13/2010,60.2214
8/12/2010,60.2638
8/11/2010,60.3064
8/10/2010,60.3544
8/9/2010,60.3823
8/6/2010,60.4204
8/5/2010,60.4694
8/4/2010,60.4986
8/3/2010,60.5331
8/2/2010,60.5494
7/30/2010,60.5819
7/29/2010,60.6901
7/28/2010,60.7923
7/27/2010,60.9078
7/26/2010,61.0238
7/23/2010,61.1616
7/22/2010,61.3194
7/21/2010,61.4676
7/20/2010,61.6529
7/19/2010,61.8244
7/16/2010,61.9933
7/15/2010,62.1759
7/14/2010,62.3376
7/13/2010,62.4871
7/12/2010,62.6289
7/9/2010,62.7843
7/8/2010,62.9481
7/7/2010,63.1123
7/6/2010,63.2836
7/2/2010,63.4719
7/1/2010,63.6601
6/30/2010,63.8389
6/29/2010,64.0194
6/28/2010,64.2011
6/25/2010,64.3534
6/24/2010,64.4848
6/23/2010,64.6011
6/22/2010,64.7044
6/21/2010,64.7811
6/18/2010,64.8339
6/17/2010,64.8906
6/16/2010,64.9631
6/15/2010,65.0374
6/14/2010,65.1129
6/11/2010,65.2133
6/10/2010,65.3049
6/9/2010,65.3829
6/8/2010,65.4874
6/7/2010,65.5801
6/4/2010,65.7121
6/3/2010,65.8403
6/2/2010,65.9273
6/1/2010,66.0225
5/28/2010,66.1428
5/27/2010,66.2252
5/26/2010,66.2913
5/25/2010,66.3943
5/24/2010,66.4892
5/21/2010,66.5693
5/20/2010,66.6403
5/19/2010,66.7273
5/18/2010,66.7688
5/17/2010,66.8123
5/14/2010,66.8557
5/13/2010,66.895
5/12/2010,66.912
5/11/2010,66.9348
5/10/2010,66.9405
5/7/2010,66.948
5/6/2010,66.9672
5/5/2010,66.989
5/4/2010,66.9587
5/3/2010,66.9238
4/30/2010,66.8718
4/29/2010,66.8523
4/28/2010,66.824
4/27/2010,66.7738
4/26/2010,66.7098
4/23/2010,66.6377
4/22/2010,66.576
4/21/2010,66.532
4/20/2010,66.4808
4/19/2010,66.433
4/16/2010,66.4075
4/15/2010,66.4092
4/14/2010,66.426
4/13/2010,66.4343
4/12/2010,66.4513
4/9/2010,66.4673
4/8/2010,66.4872
4/7/2010,66.5278
4/6/2010,66.5642
4/5/2010,66.5958
4/1/2010,66.6263
3/31/2010,66.6565
3/30/2010,66.6927
3/29/2010,66.7117
3/26/2010,66.7362
3/25/2010,66.7745
3/24/2010,66.8208
3/23/2010,66.8568
3/22/2010,66.8787
3/19/2010,66.9053
3/18/2010,66.9298
3/17/2010,66.9435
3/16/2010,66.9578
3/15/2010,66.9888
3/12/2010,67.0367
3/11/2010,67.0848
3/10/2010,67.1783
3/9/2010,67.2647
3/8/2010,67.3648
3/5/2010,67.4727
3/4/2010,67.5943
3/3/2010,67.7418
3/2/2010,67.9012
3/1/2010,68.0728
2/26/2010,68.2502
2/25/2010,68.418
2/24/2010,68.5802
2/23/2010,68.7622
2/22/2010,68.946
2/19/2010,69.1177
2/18/2010,69.2595
2/17/2010,69.4043
2/16/2010,69.5628
2/12/2010,69.7087
2/11/2010,69.8692
2/10/2010,69.9897
2/9/2010,70.1072
2/8/2010,70.2357
2/5/2010,70.3733
2/4/2010,70.5145
2/3/2010,70.6385
2/2/2010,70.7368
2/1/2010,70.8092
1/29/2010,70.9018
1/28/2010,71.0305
1/27/2010,71.1423
1/26/2010,71.2827
1/25/2010,71.4147
1/22/2010,71.5657
1/21/2010,71.6845
1/20/2010,71.799
1/19/2010,71.9058
1/15/2010,71.9732
1/14/2010,72.0383
1/13/2010,72.104
1/12/2010,72.1615
1/11/2010,72.2113
1/8/2010,72.237
1/7/2010,72.2493
1/6/2010,72.2548
1/5/2010,72.2423
1/4/2010,72.2362
12/31/2009,72.2282
12/30/2009,72.236
12/29/2009,72.2162
12/28/2009,72.1785
12/24/2009,72.1483
12/23/2009,72.1475
12/22/2009,72.161
12/21/2009,72.178
12/18/2009,72.1812
12/17/2009,72.1932
12/16/2009,72.2062
12/15/2009,72.2295
12/14/2009,72.2362
12/11/2009,72.2412
12/10/2009,72.1913
12/9/2009,72.157
12/8/2009,72.102
12/7/2009,72.0528
12/4/2009,71.9897
12/3/2009,71.9297
12/2/2009,71.8548
12/1/2009,71.7692
11/30/2009,71.6548
11/27/2009,71.5413
11/25/2009,71.4298
11/24/2009,71.2955
11/23/2009,71.1818
11/20/2009,71.0888
11/19/2009,71.0302
11/18/2009,70.9755
11/17/2009,70.899
11/16/2009,70.8368
11/13/2009,70.7617
11/12/2009,70.697
11/11/2009,70.632
11/10/2009,70.525
11/9/2009,70.424
11/6/2009,70.3467
11/5/2009,70.2898
11/4/2009,70.2333
11/3/2009,70.1805
11/2/2009,70.1427
10/30/2009,70.098
10/29/2009,70.0657
10/28/2009,70.0002
10/27/2009,69.9462
10/26/2009,69.8752
10/23/2009,69.8278
10/22/2009,69.7803
10/21/2009,69.7302
10/20/2009,69.7065
10/19/2009,69.702
10/16/2009,69.6798
10/15/2009,69.6547
10/14/2009,69.6055
10/13/2009,69.5827
10/12/2009,69.5607
10/9/2009,69.5338
10/8/2009,69.5203
10/7/2009,69.5102
10/6/2009,69.4693
10/5/2009,69.42
10/2/2009,69.379
10/1/2009,69.3688
9/30/2009,69.352
9/29/2009,69.3178
9/28/2009,69.3017
9/25/2009,69.283
9/24/2009,69.314
9/23/2009,69.3303
9/22/2009,69.3567
9/21/2009,69.3437
9/18/2009,69.3488
9/17/2009,69.3232
9/16/2009,69.3083
9/15/2009,69.2833
9/14/2009,69.3093
9/11/2009,69.3333
9/10/2009,69.3573
9/9/2009,69.3737
9/8/2009,69.4122
9/4/2009,69.4643
9/3/2009,69.5455
9/2/2009,69.6385
9/1/2009,69.7208
8/31/2009,69.8002
8/28/2009,69.8638
8/27/2009,69.9115
8/26/2009,69.9318
8/25/2009,69.9577
8/24/2009,69.9757
8/21/2009,69.9432
8/20/2009,69.9317
8/19/2009,69.9268
8/18/2009,69.957
8/17/2009,69.996
8/14/2009,70.0267
8/13/2009,70.05
8/12/2009,70.0795
8/11/2009,70.1027
8/10/2009,70.119
8/7/2009,70.1238
8/6/2009,70.1288
8/5/2009,70.147
8/4/2009,70.1343
8/3/2009,70.1377
7/31/2009,70.109
7/30/2009,70.0788
7/29/2009,70.0277
7/28/2009,69.9738
7/27/2009,69.9092
7/24/2009,69.8078
7/23/2009,69.7437
7/22/2009,69.6682
7/21/2009,69.6038
7/20/2009,69.5388
7/17/2009,69.485
7/16/2009,69.4222
7/15/2009,69.385
7/14/2009,69.3325
7/13/2009,69.3413
7/10/2009,69.3698
7/9/2009,69.4202
7/8/2009,69.449
7/7/2009,69.4783
7/6/2009,69.533
7/2/2009,69.5473
7/1/2009,69.5513
6/30/2009,69.5428
6/29/2009,69.5517
6/26/2009,69.5462
6/25/2009,69.5492
6/24/2009,69.5195
6/23/2009,69.5225
6/22/2009,69.5397
6/19/2009,69.5795
6/18/2009,69.5647
6/17/2009,69.5317
6/16/2009,69.5168
6/15/2009,69.4245
6/12/2009,69.3498
6/11/2009,69.273
6/10/2009,69.1903
6/9/2009,69.0758
6/8/2009,68.9772
6/5/2009,68.8768
6/4/2009,68.7568
6/3/2009,68.6637
6/2/2009,68.5385
6/1/2009,68.3903
5/29/2009,68.2313
5/28/2009,68.1702
5/27/2009,68.089
5/26/2009,68.0325
5/22/2009,68.0007
5/21/2009,68.036
5/20/2009,68.097
5/19/2009,68.1383
5/18/2009,68.118
5/15/2009,68.1302
5/14/2009,68.181
5/13/2009,68.2173
5/12/2009,68.2425
5/11/2009,68.3053
5/8/2009,68.4045
5/7/2009,68.4675
5/6/2009,68.5877
5/5/2009,68.7693
5/4/2009,68.9808
5/1/2009,69.1738
4/30/2009,69.3347
4/29/2009,69.5255
4/28/2009,69.663
4/27/2009,69.8197
4/24/2009,70.0008
