timestamp,open,high,low,close,volume
2018-10-01,85.3500,86.0300,85.2600,85.7500,3348574
2018-09-28,85.2500,85.9299,84.9900,85.0200,9712098
2018-09-27,86.0850,86.3750,85.5900,85.7700,7895430
2018-09-26,86.0200,86.5000,85.6900,85.7800,10275498
2018-09-25,87.0312,87.3600,86.3700,86.5000,12200690
2018-09-24,85.7900,87.0850,85.7200,86.6000,13549454
2018-09-21,85.0100,85.4300,84.5200,85.1700,26639437
2018-09-20,84.8600,85.3400,84.5400,84.8200,11198171
2018-09-19,83.6400,84.7700,83.6400,84.6300,10413591
2018-09-18,83.9000,84.1300,83.4500,83.6300,9219890
2018-09-17,83.0000,83.6100,82.9900,83.4100,8403325
2018-09-14,82.4200,83.1500,82.2700,82.9200,9442579
2018-09-13,83.1500,83.2500,82.0100,82.3200,11162714
2018-09-12,83.2500,83.7800,82.8700,83.1300,11556657
2018-09-11,81.9600,83.1900,81.6300,82.8600,11891917
2018-09-10,82.2359,82.7400,81.6550,81.7100,10817038
2018-09-07,80.1500,81.9300,79.8200,81.8300,16417783
2018-09-06,81.1100,81.6400,80.3400,80.4600,13320645
2018-09-05,79.9000,81.4300,79.6000,81.3600,13878418
2018-09-04,80.4100,80.6900,79.8100,80.2900,8855027
2018-08-31,80.2400,80.4600,79.7700,80.1700,10700016
2018-08-30,80.4500,80.7800,80.1200,80.5100,7450853
2018-08-29,80.4400,81.0400,80.0950,80.8600,8004792
2018-08-28,80.5800,80.8200,80.2000,80.2800,8823352
2018-08-27,79.9100,80.4700,79.8592,80.4000,6671872
2018-08-24,79.5200,80.0500,79.4200,79.6200,6545216
2018-08-23,79.5600,79.6300,78.8950,79.0800,7203899
2018-08-22,79.1100,80.0500,79.0200,79.9600,10098237
2018-08-21,79.0500,79.5800,78.6700,78.8300,9192229
2018-08-20,78.2600,79.0000,78.1700,78.8100,8152096
2018-08-17,78.3400,78.4900,77.8000,78.2600,10178657
2018-08-16,77.2800,78.1000,77.2000,78.0000,11519944
2018-08-15,77.7800,77.9000,76.5100,76.9400,16307784
2018-08-14,78.9900,79.0700,78.0800,78.3100,8005941
2018-08-13,79.4500,79.7500,78.4300,78.5600,10308844
2018-08-10,79.5100,79.5240,78.8550,79.4200,12954268
2018-08-09,79.9050,80.0782,79.2913,79.4992,9828499
2018-08-08,80.1920,80.3999,79.5289,79.9050,7275062
2018-08-07,80.0832,80.7562,79.4893,80.4395,10698498
2018-08-06,79.4299,79.6081,78.9251,79.3606,10041825
2018-08-03,79.1528,79.4794,78.8162,79.3804,7811180
2018-08-02,79.0736,79.4348,78.6381,79.0934,8364294
2018-08-01,80.0634,80.1029,79.4052,79.5685,8936719
2018-07-31,80.8057,81.3105,80.6077,80.6770,11716849
2018-07-30,81.2907,81.2907,79.8862,80.9047,11282875
2018-07-27,80.1425,81.5381,79.9792,81.0828,18223602
2018-07-26,82.9733,83.5375,82.5180,83.3791,13210099
2018-07-25,82.1617,82.8842,81.6668,82.7358,9730668
2018-07-24,80.6869,82.1716,80.6473,82.1617,11120967
2018-07-23,81.1125,81.1620,80.3504,80.5681,8425921
2018-07-20,80.8849,81.0959,80.4197,80.5681,9209376
2018-07-19,81.3600,81.7757,80.8849,81.1719,8659127
2018-07-18,80.9641,81.4787,80.6572,81.3798,8711884
2018-07-17,81.4194,81.9043,81.2016,81.4688,7373347
2018-07-16,81.6767,81.9439,81.1620,81.6470,8307109
2018-07-13,81.8351,82.8941,81.7163,82.4586,8721525
2018-07-12,82.1617,82.3893,81.4688,81.8450,9762532
2018-07-11,82.1815,82.6764,81.1868,81.7460,10405268
2018-07-10,82.8446,83.2603,82.6566,82.8050,8806167
2018-07-09,81.9637,82.2755,81.7113,82.0528,7158596
2018-07-06,81.1224,81.8549,80.8255,81.4886,7637116
2018-07-05,81.7460,81.9241,81.2115,81.4688,9035873
2018-07-03,81.7361,82.5972,81.2412,81.3996,7197258
2018-07-02,81.0531,81.2907,80.4890,80.9245,9998318
2018-06-29,81.6074,82.6863,81.4491,81.8846,17323207
2018-06-28,80.8948,81.2313,80.2019,81.1323,9390654
2018-06-27,80.2316,81.6371,80.2316,80.8750,12724265
2018-06-26,79.3309,80.1867,79.1528,79.8159,10382781
2018-06-25,79.9545,80.4098,78.4896,78.9251,10557249
2018-06-22,80.3306,81.1027,80.0931,80.5483,16707364
2018-06-21,79.2022,79.5586,78.5144,78.8756,10990663
2018-06-20,80.0238,80.3009,79.4497,79.6279,8917708
2018-06-19,79.0736,80.1327,78.8954,79.8753,8759708
2018-06-18,79.5784,80.5483,79.4794,79.9941,9192567
2018-06-15,80.8849,80.9839,79.6872,79.8357,23797456
2018-06-14,81.1026,81.4588,80.6671,81.0531,11477252
2018-06-13,81.5975,81.7559,80.6374,80.6770,12049278
2018-06-12,82.2607,82.8941,81.4787,81.5777,12351787
2018-06-11,82.8644,82.9337,82.0825,82.2508,10831599
2018-06-08,82.2607,82.8050,81.6569,82.7457,14350376
2018-06-07,81.8846,82.4388,81.7163,82.0330,13502457
2018-06-06,80.6473,81.2511,80.0436,81.2214,11603278
2018-06-05,79.7664,80.8156,79.5883,79.8555,12059328
2018-06-04,81.2115,81.6866,79.9792,80.1425,10954709
2018-06-01,81.0333,81.5084,80.7166,80.9938,9906117
2018-05-31,79.9842,80.7166,79.8654,80.4098,15803095
2018-05-30,78.4401,80.8255,78.4104,80.6671,16627467
2018-05-29,77.3514,77.9254,76.7377,77.6186,14644813
2018-05-25,78.4698,78.5193,77.2920,77.9056,14561988
2018-05-24,80.5187,80.5286,79.1330,79.4497,13360454
2018-05-23,80.1227,81.3897,79.7466,81.3105,15140896
2018-05-22,81.5975,81.8054,80.5187,80.8057,10753428
2018-05-21,80.8948,81.5084,80.6869,81.4392,8822364
2018-05-18,80.7166,80.9641,80.4296,80.4692,10030931
2018-05-17,81.3600,81.4392,80.6077,81.0432,11224123
2018-05-16,80.9245,81.2066,80.3405,81.1818,9569958
2018-05-15,81.0135,81.1917,80.5681,80.9542,12595736
2018-05-14,80.8651,81.4819,80.7760,80.9938,11852098
2018-05-11,80.3504,81.1323,80.0832,80.4494,14751042
2018-05-10,79.0187,80.1456,78.8815,80.0770,17710327
2018-05-09,77.3921,78.6268,77.3627,78.3230,17142097
2018-05-08,76.2358,76.5886,74.8346,76.5200,17430440
2018-05-07,76.1770,77.4901,75.8439,76.1770,15071534
2018-05-04,74.5994,75.6675,74.4132,75.3539,9887192
2018-05-03,74.8542,75.0648,73.8878,75.0012,12243149
2018-05-02,74.9130,75.6773,74.7660,75.2559,13883683
2018-05-01,75.7067,75.7067,74.4524,75.4029,16231035
2018-04-30,76.3436,76.9805,76.1770,76.1868,15028835
2018-04-27,75.4029,77.0687,74.9424,76.2260,16346833
2018-04-26,77.9996,79.2735,77.9310,79.2343,14554442
2018-04-25,76.6278,78.0192,75.9272,77.9016,13865599
2018-04-24,78.1956,78.3230,76.4024,76.7748,14101979
2018-04-23,77.3333,77.9996,77.1667,77.9702,11729830
2018-04-20,77.7253,77.8037,76.7601,77.4117,12072220
2018-04-19,77.7253,78.2152,77.2255,77.8233,11291467
2018-04-18,77.4509,78.1564,77.3529,77.6273,12061415
2018-04-17,76.9609,77.1765,76.4710,76.7552,10478093
2018-04-16,76.5494,77.4950,76.1476,76.9609,10743642
2018-04-13,76.2358,76.6180,76.0398,76.2750,10924966
2018-04-12,76.2946,76.5641,75.4568,75.6675,13270354
2018-04-11,75.5597,76.4710,75.2069,75.8733,13733954
2018-04-10,74.5504,76.2064,74.5308,75.5205,19292201
2018-04-09,73.7077,74.2662,73.2961,73.3647,11103111
2018-04-06,74.1193,74.5896,72.7229,73.3647,14299567
2018-04-05,73.5509,74.7856,73.5117,74.4916,14199993
2018-04-04,72.5612,73.5509,71.9635,73.3647,13122170
2018-04-03,71.9733,73.6293,71.6303,73.5117,15999151
2018-04-02,72.7768,72.9042,70.7043,71.7479,17891083
2018-03-29,71.8557,73.3843,71.7871,73.1100,14882885
2018-03-28,72.2575,72.5220,71.3168,71.3461,18163875
2018-03-27,72.5122,73.3891,71.8018,72.2183,14625541
2018-03-26,72.1693,72.6592,71.2921,72.5122,14894438
2018-03-23,72.3260,72.7180,71.2090,71.4245,19069634
2018-03-22,72.9238,73.1981,71.9145,72.0223,17118037
2018-03-21,72.7376,74.1193,72.4926,73.5313,14813757
2018-03-20,72.7278,73.1981,72.4632,72.5024,12832959
2018-03-19,73.4921,73.5019,72.3799,72.6592,12112007
2018-03-16,72.8650,73.6097,72.8650,73.6097,30035185
2018-03-15,72.8552,73.4921,72.6102,72.9238,14431472
2018-03-14,73.1394,73.2863,72.0517,72.1203,14683884
2018-03-13,73.8155,74.2956,72.7572,73.0316,13408868
2018-03-12,73.3647,74.0605,73.1884,73.7273,14070886
2018-03-09,73.3157,73.5509,72.7180,73.0610,19385382
2018-03-08,73.0022,73.2667,72.2085,72.6298,18633737
2018-03-07,73.4921,73.7273,72.0811,72.7670,27255463
2018-03-06,75.1285,75.4323,74.3358,74.6484,10754291
2018-03-05,73.7175,75.0208,73.6107,74.7366,14890975
2018-03-02,73.3843,74.3446,72.9826,74.0311,15630250
2018-03-01,74.0115,75.1391,73.3500,73.6881,15696665
2018-02-28,76.5886,76.6768,74.1780,74.2172,16453545
2018-02-27,77.4117,78.2642,75.9419,75.9419,14420126
2018-02-26,76.1770,77.3431,76.0006,77.2549,16733474
2018-02-23,74.5602,76.0594,74.4230,75.9713,12685294
2018-02-22,73.7861,75.2951,73.6734,74.3348,13399232
2018-02-21,74.2956,74.8983,73.3647,73.3843,11347176
2018-02-20,74.9326,75.9125,73.9438,74.2270,12753690
2018-02-16,74.6190,75.5695,74.3250,75.0012,13674350
2018-02-15,75.0795,75.1579,73.9331,74.6778,14030212
2018-02-14,74.2662,75.1187,73.6538,74.9228,16741063
2018-02-13,74.5700,75.2069,74.2074,74.7660,11846694
2018-02-12,75.5009,76.0604,74.3162,74.8836,19095387
2018-02-09,74.7170,74.9424,72.4142,74.2564,28642694
2018-02-08,75.1198,75.2556,73.7520,73.7908,25441223
2018-02-07,76.0898,77.0307,74.6154,74.6348,21669549
2018-02-06,76.1577,77.9426,74.5959,76.0025,36178748
2018-02-05,80.7848,81.4735,75.7891,77.3315,30074991
2018-02-02,82.5794,83.4330,80.5110,81.9973,29684559
2018-02-01,84.8784,86.5759,84.7329,86.4013,17952508
2018-01-31,83.9665,84.8493,83.7434,84.6843,14103043
2018-01-30,84.9172,85.7320,84.1799,84.1799,12135811
2018-01-29,85.9357,86.6244,85.3149,85.3731,8876966
2018-01-26,85.9842,86.3334,85.8193,86.3334,8983385
2018-01-25,85.8969,86.2073,85.5574,85.7223,10541834
2018-01-24,85.8387,86.2539,85.3731,85.8775,10106938
2018-01-23,85.6059,85.8096,85.1112,85.6544,9685959
2018-01-22,84.5582,85.6447,84.4418,85.6059,9681905
2018-01-19,84.9463,85.1306,84.0150,84.5388,12700399
2018-01-18,85.1403,85.5477,84.7231,84.8105,8579334
2018-01-17,84.5873,85.5671,84.3254,85.3634,10483088
2018-01-16,85.1112,85.1306,84.0053,84.3642,10836102
2018-01-12,84.5873,85.3537,84.5679,84.8978,9804861
2018-01-11,83.7725,84.7523,83.3554,84.3254,14358191
2018-01-10,84.3933,84.5776,83.4039,83.5009,10624415
2018-01-09,84.3351,84.5388,84.0538,84.1702,7870756
2018-01-08,84.1023,84.5388,84.0086,84.5291,10549116
2018-01-05,84.1508,84.2769,83.1371,84.1508,11003133
2018-01-04,84.1896,84.6067,83.8404,84.2187,10840055
2018-01-03,82.6085,84.3594,82.2787,84.1023,13862035
2018-01-02,81.3086,82.6424,81.1534,82.4824,11447647
2017-12-29,81.4832,81.6772,81.1340,81.1340,8463522
2017-12-28,81.4638,81.5317,81.2892,81.5026,7487247
2017-12-27,81.4735,81.5802,81.2310,81.3862,6825086
2017-12-26,81.4444,81.8324,81.3862,81.4638,4717376
2017-12-22,81.3038,81.5026,81.0952,81.4541,10065910
2017-12-21,80.8236,81.7451,80.4744,81.3377,13449636
2017-12-20,80.1543,80.6490,80.0477,80.3871,10275611
2017-12-19,80.5035,80.6781,79.8633,79.9700,10235419
2017-12-18,80.5520,81.1674,80.4259,80.4550,9355224
2017-12-15,80.6102,80.7848,80.3871,80.5423,25196695
2017-12-14,80.5520,80.8333,80.4065,80.4162,9485125
2017-12-13,80.1349,80.8042,80.0088,80.6296,10048298
2017-12-12,80.6005,80.8818,80.2222,80.2804,11302886
2017-12-11,80.4647,80.7557,80.2610,80.5423,8670818
2017-12-08,80.2707,80.4162,79.7954,80.1834,10865102
2017-12-07,79.9312,80.1446,79.7081,80.0767,11329637
2017-12-06,80.5908,80.7072,79.7469,79.8148,12002675
2017-12-05,80.9982,81.2601,80.2319,80.4065,9251978
2017-12-04,80.7169,81.6530,80.5132,81.0661,11960443
2017-12-01,80.9400,81.6093,79.9409,80.9594,13779254
2017-11-30,79.9797,80.9012,79.9409,80.7945,18592679
2017-11-29,79.2036,79.8439,79.0387,79.8051,9724992
2017-11-28,78.9708,79.5422,78.8738,79.2230,9415527
2017-11-27,78.8835,78.9611,78.5925,78.6798,8693590
2017-11-24,78.9999,79.2521,78.7865,78.9805,3851283
2017-11-22,78.7283,78.9661,78.6216,78.6701,7935387
2017-11-21,78.2724,78.8156,78.2239,78.4470,8806565
2017-11-20,77.8262,78.2239,77.6128,78.1366,8457293
2017-11-17,77.9135,78.2433,77.7583,77.8359,9211520
2017-11-16,78.0299,78.4276,77.7437,78.1463,10440352
2017-11-15,79.3006,79.6304,78.7186,78.7768,9531060
2017-11-14,79.9506,80.2707,79.6304,79.7760,9241110
2017-11-13,80.1737,80.6005,80.1252,80.4065,6718298
2017-11-10,80.5229,80.5908,79.9506,80.4550,8687062
2017-11-09,80.0609,80.8683,79.8495,80.7049,10332203
2017-11-08,80.1186,80.2531,79.6380,80.2243,8691551
2017-11-07,80.4838,80.5607,79.8014,80.3300,8420512
2017-11-06,80.0609,80.6088,79.8303,80.4934,8979116
2017-11-03,80.1763,80.3877,79.9264,79.9456,6807003
2017-11-02,80.3493,80.4502,79.6861,80.2820,7729028
2017-11-01,80.1474,80.6760,80.0225,80.6088,9234038
2017-10-31,80.3973,80.4261,79.9360,80.1090,8439312
2017-10-30,80.4550,80.6856,80.1666,80.2916,7784259
2017-10-27,79.7726,80.9644,78.8211,80.4550,14805318
2017-10-26,80.1282,80.3973,79.8783,80.2243,8816415
2017-10-25,80.2051,80.4742,79.7212,79.9600,7651626
2017-10-24,80.3012,80.5477,80.0705,80.2243,7310730
2017-10-23,79.9168,80.5030,79.8111,80.0033,9812800
2017-10-20,79.6284,79.8975,79.4074,79.8783,9325185
2017-10-19,79.1479,79.8206,79.1286,79.5227,7922037
2017-10-18,79.7341,80.1484,79.3305,79.5419,6351012
2017-10-17,79.4170,79.7438,79.3305,79.7341,6273406
2017-10-16,79.4843,79.7245,79.3305,79.5900,5696629
2017-10-13,79.5131,79.8495,79.1575,79.2055,7173911
2017-10-12,79.1094,79.2920,78.9749,79.2248,6496593
2017-10-11,78.9653,79.5227,78.9460,79.3881,6848224
2017-10-10,79.1383,79.5179,78.8980,79.0614,7201227
2017-10-09,78.6577,78.9845,78.5808,78.8403,6620140
2017-10-06,78.5904,78.7058,78.1916,78.5328,6013010
2017-10-05,78.5424,79.0421,78.4174,78.8307,7234124
2017-10-04,78.6193,78.6865,78.2829,78.6096,6263944
2017-10-03,78.2444,78.7826,78.1387,78.5808,6069501
2017-10-02,78.1387,78.6375,78.0858,78.4559,6745659
2017-09-29,78.7538,78.8643,78.4030,78.7923,9788759
2017-09-28,78.4559,79.2440,78.3886,78.9941,15509840
2017-09-27,77.7446,78.2829,77.6485,78.2636,9490679
2017-09-26,77.5716,77.8456,77.4275,77.7446,7497692
